sFileNumber,vOffice,vCoverageType,vState,vProduct,vTransaction,nLoanAmount,nLienAmounts,nEquity,nLiens,nActions,nAuditEntries,nTotalExceptions,nTotalNotes,oCancelled,oNumDays
2301-200101,1,3860,MI,Title and Escrow,Reverse Mortgage,"304,380.00","222,300.00","82,080.00",1.00,87.00,"1,422.00",25.00,39.00,0.00,38.00
2301-200104,1,3863,NV,Title and Escrow,Reverse Mortgage,"167,796.00","290,751.00","-122,955.00",2.00,89.00,"1,829.00",26.00,46.00,0.00,30.00
17-500139,2,3860,CA,TSG - Trustee Sale Guarantee,TSG,"352,983.47","352,000.00",983.47,1.00,21.00,581.00,6.00,10.00,0.00,104.00
17-500140,2,3863,CA,TSG - Trustee Sale Guarantee,TSG,"1,531,802.62","1,526,000.00","5,802.62",1.00,16.00,458.00,8.00,6.00,0.00,104.00
17-500141,2,3863,CA,TSG - Trustee Sale Guarantee,TSG,"467,173.56","547,500.00","-80,326.44",1.00,19.00,538.00,15.00,12.00,0.00,104.00
17-500142,2,3863,CA,Title Only,Refinance,"276,000.00","246,793.00","29,207.00",2.00,67.00,980.00,21.00,34.00,0.00,41.00
17-500147,2,3863,CA,LCP - Title Only,Refinance,"20,000.00","72,358.34","-52,358.34",2.00,70.00,"1,278.00",5.00,25.00,0.00,66.00
2301-200105,1,29189,DE,Title and Escrow,Reverse Mortgage,"300,000.00",0.00,"300,000.00",0.00,50.00,506.00,2.00,8.00,1.00,45.00
17-500148,2,3863,CA,Title & Full Escrow,Refinance,"247,500.00","150,000.00","97,500.00",1.00,66.00,978.00,19.00,13.00,0.00,76.00
17-500149,2,3863,CA,Title Only,Refinance,"211,713.94","214,515.00","-2,801.06",1.00,35.00,421.00,18.00,5.00,1.00,45.00
2301-200106,1,3863,FL,Title and Escrow,Reverse Mortgage,"184,275.00",0.00,"184,275.00",0.00,100.00,"1,553.00",29.00,48.00,0.00,38.00
17-500150,2,3863,CA,Title Only,Refinance,"890,000.00","897,000.00","-7,000.00",2.00,52.00,867.00,19.00,23.00,0.00,39.00
2301-200107,1,3860,MD,Title and Escrow,Reverse Mortgage,"190,160.07","174,200.00","15,960.07",1.00,99.00,"1,755.00",19.00,48.00,0.00,42.00
17-500152,2,3863,CA,Property Report / O&E - Title Only,Uninsured (Info Products),1.00,0.00,1.00,0.00,31.00,399.00,4.00,5.00,0.00,199.00
17-500153,2,3863,CA,Property Report / O&E - Title Only,Uninsured (Info Products),1.00,0.00,1.00,0.00,31.00,381.00,4.00,5.00,0.00,199.00
17-500154,2,3863,CA,Property Report / O&E - Title Only,Uninsured (Info Products),1.00,0.00,1.00,0.00,34.00,418.00,6.00,8.00,0.00,199.00
17-500155,2,3860,UT,Title & Sub-Escrow,Refinance,"450,000.00","416,191.00","33,809.00",1.00,36.00,391.00,23.00,6.00,1.00,45.00
17-500157,2,3863,CA,Title & Sub-Escrow,Refinance,"306,000.00","365,000.00","-59,000.00",2.00,73.00,"1,133.00",23.00,41.00,0.00,91.00
17-500158,2,3863,CA,Title & Full Escrow,Refinance,"58,000.00","50,000.00","8,000.00",1.00,86.00,"1,296.00",22.00,25.00,0.00,50.00
17-500159,2,3863,CA,LCP - Title Only,Refinance,"20,000.00","81,000.00","-61,000.00",2.00,49.00,763.00,6.00,9.00,0.00,24.00
2301-200111,1,3860,ME,Title and Escrow,Reverse Mortgage,"159,250.00","100,000.00","59,250.00",2.00,147.00,"3,037.00",22.00,123.00,0.00,163.00
17-500160,2,3863,FL,Title Only,Refinance,"146,704.00","198,400.00","-51,696.00",1.00,84.00,"1,226.00",31.00,32.00,0.00,52.00
17-500161,2,3860,OR,Property Report / O&E - Title Only,Uninsured (Info Products),"15,000.00","82,000.00","-67,000.00",1.00,49.00,616.00,3.00,15.00,0.00,63.00
17-500163,2,3863,CA,Title Only,Refinance,"50,000.00","50,000.00",0.00,1.00,42.00,879.00,18.00,18.00,0.00,31.00
17-500164,2,3863,CA,Title & Sub-Escrow,Refinance,"386,000.00","453,000.00","-67,000.00",2.00,67.00,"1,085.00",19.00,32.00,0.00,35.00
17-500165,2,3863,CA,Title Only,Refinance,"100,000.00",0.00,"100,000.00",0.00,39.00,556.00,19.00,7.00,1.00,45.00
17-500166,2,3860,OR,Property Report / O&E - Title Only,Uninsured (Info Products),"25,000.00","150,609.00","-125,609.00",1.00,44.00,595.00,4.00,13.00,0.00,34.00
17-500167,2,3860,UT,Title & Sub-Escrow,Refinance,"274,000.00","285,000.00","-11,000.00",1.00,79.00,"1,254.00",21.00,35.00,0.00,45.00
17-500168,2,3863,CA,Title & Sub-Escrow,Refinance,"220,000.00","337,700.00","-117,700.00",2.00,40.00,464.00,22.00,5.00,1.00,45.00
17-500169,2,3863,CA,Title Only,Refinance,"353,760.00","367,740.00","-13,980.00",1.00,58.00,747.00,17.00,26.00,0.00,48.00
17-500170,2,3860,CA,Title Only,Refinance,"67,000.00","110,500.00","-43,500.00",2.00,61.00,"1,130.00",22.00,29.00,0.00,44.00
17-500171,2,3860,CO,Title & Full Escrow,Refinance,"135,600.00","143,890.00","-8,290.00",1.00,73.00,"1,051.00",23.00,18.00,0.00,45.00
17-500172,2,3863,CA,Title Only,Refinance,"82,000.00","168,000.00","-86,000.00",1.00,56.00,782.00,19.00,30.00,1.00,45.00
17-500173,2,3860,CO,Title & Full Escrow,Refinance,"246,489.00","254,700.00","-8,211.00",2.00,107.00,"1,300.00",23.00,30.00,0.00,69.00
17-500175,2,3863,CA,Title Only,Refinance,"253,002.00","261,349.00","-8,347.00",1.00,73.00,"1,049.00",20.00,28.00,0.00,44.00
17-500176,2,3863,CA,Title & Full Escrow,Refinance,"220,000.00","189,150.00","30,850.00",2.00,70.00,"1,259.00",20.00,15.00,0.00,35.00
17-500177,2,3863,CA,LCP - Title Only,Refinance,"30,000.00","150,000.00","-120,000.00",1.00,60.00,"1,000.00",17.00,26.00,0.00,37.00
17-500178,2,3860,IL,Title Only,Refinance,"88,000.00","96,900.00","-8,900.00",1.00,30.00,484.00,23.00,7.00,1.00,45.00
17-500180,2,3863,CA,Title Only,Refinance,"334,000.00","360,000.00","-26,000.00",1.00,68.00,"1,156.00",18.00,33.00,0.00,43.00
17-500181,2,3860,CO,Property Report / O&E - Title Only,Uninsured (Info Products),"42,000.00","409,000.00","-367,000.00",1.00,41.00,568.00,4.00,12.00,0.00,29.00
17-500183,2,3860,UT,Title & Full Escrow,Refinance,"161,997.00","185,760.00","-23,763.00",2.00,94.00,"1,478.00",25.00,36.00,0.00,51.00
17-500185,2,3863,CA,Title & Full Escrow,Refinance,"302,000.00","356,800.00","-54,800.00",1.00,78.00,"1,129.00",18.00,23.00,0.00,101.00
2301-200114,1,3863,CA,Title and Escrow,Reverse Mortgage,"300,000.00",0.00,"300,000.00",0.00,50.00,592.00,16.00,21.00,1.00,45.00
17-500186,2,3863,CA,Title & Full Escrow,Refinance,"235,000.00","256,000.00","-21,000.00",1.00,82.00,"1,086.00",18.00,24.00,0.00,65.00
17-500187,2,3863,CA,Title & Full Escrow,Refinance,"190,000.00","189,201.00",799.00,1.00,68.00,976.00,20.00,16.00,0.00,49.00
2301-200116,1,3863,FL,Title and Escrow,Reverse Mortgage,"625,000.00","434,250.00","190,750.00",2.00,66.00,822.00,31.00,29.00,1.00,45.00
2301-200117,1,29189,WV,Title and Escrow,Reverse Mortgage,"118,500.00",0.00,"118,500.00",0.00,52.00,524.00,1.00,17.00,1.00,45.00
17-500188,2,3863,CA,LCP - Title Only,Refinance,"100,000.00","50,000.00","50,000.00",1.00,41.00,776.00,4.00,15.00,0.00,31.00
17-500189,2,3860,OR,Property Report / O&E - Title Only,Uninsured (Info Products),"60,000.00","303,150.00","-243,150.00",1.00,38.00,595.00,5.00,10.00,0.00,41.00
17-500191,2,3860,TN,Title Only,Refinance,"163,821.00","164,110.00",-289.00,1.00,57.00,865.00,24.00,26.00,0.00,52.00
2301-200120,1,3860,NJ,Title and Escrow,Reverse Mortgage,"240,000.00","3,568.10","236,431.90",1.00,58.00,652.00,10.00,11.00,1.00,45.00
2301-200121,1,3860,NJ,Title and Escrow,Reverse Mortgage,"96,300.00",0.00,"96,300.00",0.00,99.00,"1,740.00",8.00,56.00,0.00,29.00
2301-200122,1,3863,FL,Title and Escrow,Reverse Mortgage,"64,920.00",0.00,"64,920.00",0.00,95.00,"1,796.00",30.00,44.00,0.00,21.00
17-500193,2,3863,CA,Title Only,Refinance,"159,995.00","161,237.00","-1,242.00",1.00,56.00,840.00,17.00,26.00,0.00,38.00
17-500194,2,3863,CA,Title & Full Escrow,Refinance,"298,050.00","300,000.00","-1,950.00",1.00,70.00,"1,218.00",18.00,14.00,0.00,37.00
17-500195,2,3860,WA,Property Report / O&E - Title Only,Uninsured (Info Products),"222,750.00","214,300.00","8,450.00",1.00,42.00,625.00,4.00,12.00,0.00,63.00
17-500197,2,3863,CA,Property Report / O&E - Title Only,Uninsured (Info Products),1.00,"452,960.00","-452,959.00",2.00,29.00,336.00,5.00,4.00,0.00,199.00
2301-200123,1,3860,IL,Title and Escrow,Reverse Mortgage,"40,000.00","19,800.00","20,200.00",1.00,76.00,"1,147.00",21.00,30.00,0.00,49.00
2301-200124,1,3860,NC,Title and Escrow,Reverse Mortgage,"97,845.00",0.00,"97,845.00",0.00,95.00,"1,358.00",20.00,27.00,0.00,43.00
17-500198,2,3863,CA,LCP - Title Only,Refinance,"20,000.00",0.00,"20,000.00",0.00,46.00,731.00,4.00,9.00,0.00,90.00
2301-200125,1,3863,AZ,Title and Escrow,Reverse Mortgage,"82,925.00",0.00,"82,925.00",0.00,92.00,"1,367.00",16.00,37.00,0.00,31.00
2301-200126,1,3863,CA,Title and Escrow,Reverse Mortgage,"363,415.50","200,000.00","163,415.50",1.00,113.00,"1,760.00",16.00,64.00,0.00,43.00
17-500199,2,3863,CA,LCP - Title Only,Refinance,"175,000.00",0.00,"175,000.00",0.00,34.00,401.00,4.00,5.00,1.00,45.00
17-500200,2,3863,FL,Title Only,Refinance,"164,108.00","164,109.00",-1.00,1.00,65.00,"1,044.00",30.00,28.00,0.00,36.00
2301-200127,1,3860,TN,Title and Escrow,Reverse Mortgage,"91,000.00",0.00,"91,000.00",0.00,68.00,849.00,20.00,23.00,1.00,45.00
17-500201,2,3860,VA,Title & Sub-Escrow,Refinance,"254,212.00","255,850.00","-1,638.00",1.00,62.00,"1,528.00",24.00,44.00,0.00,52.00
17-500202,2,3863,CA,Title & Full Escrow,Refinance,"352,000.00","460,629.00","-108,629.00",2.00,61.00,606.00,17.00,15.00,1.00,45.00
2301-200129,1,3860,TX,Title and Escrow,Reverse Mortgage,"67,390.00",0.00,"67,390.00",0.00,117.00,"2,405.00",4.00,74.00,0.00,64.00
17-500204,2,3863,CA,Title & Sub-Escrow,Refinance,"150,000.00","150,000.00",0.00,1.00,79.00,"1,268.00",22.00,22.00,0.00,57.00
2301-200131,1,3863,TX,Title and Escrow,Reverse Mortgage,"131,000.00","75,000.00","56,000.00",1.00,50.00,497.00,4.00,4.00,1.00,45.00
17-500205,2,3863,CA,Title & Sub-Escrow,Refinance,"302,850.00","350,500.00","-47,650.00",1.00,74.00,"1,118.00",20.00,41.00,0.00,52.00
2301-200133,1,3860,WI,Title and Escrow,Reverse Mortgage,"197,242.50",0.00,"197,242.50",0.00,144.00,"1,815.00",20.00,69.00,0.00,45.00
2301-200135,1,3860,NC,Title and Escrow,Reverse Mortgage,"42,080.00",0.00,"42,080.00",0.00,101.00,"1,817.00",21.00,60.00,0.00,105.00
2301-200136,1,3863,CA,Title and Escrow,Reverse Mortgage,"278,875.00","193,276.00","85,599.00",2.00,86.00,"1,635.00",19.00,44.00,0.00,31.00
2301-200137,1,3863,FL,Title Only,Reverse Mortgage,"50,970.87","45,000.00","5,970.87",2.00,60.00,"1,271.00",32.00,30.00,0.00,21.00
2301-200138,1,3863,CA,Title and Escrow,Reverse Mortgage,"625,500.00","185,000.00","440,500.00",3.00,53.00,660.00,19.00,14.00,1.00,45.00
2301-200139,1,3860,NY,Title and Escrow,Reverse Mortgage,"127,470.00",0.00,"127,470.00",0.00,94.00,"1,626.00",20.00,44.00,0.00,34.00
2301-200140,1,3863,FL,Title Only,Reverse Mortgage,"130,000.00",0.00,"130,000.00",0.00,56.00,573.00,26.00,14.00,1.00,45.00
17-500206,2,3863,CA,Property Report / O&E - Title Only,Uninsured (Info Products),"123,450.00","819,000.00","-695,550.00",3.00,39.00,610.00,11.00,16.00,0.00,78.00
17-500207,2,3860,KS,Title & Sub Escrow,Refinance,"136,126.00","154,528.00","-18,402.00",1.00,65.00,"1,029.00",21.00,29.00,0.00,63.00
17-500208,2,3863,CA,Title & Sub-Escrow,Refinance,"177,750.00","179,353.00","-1,603.00",1.00,60.00,996.00,18.00,25.00,0.00,51.00
17-500209,2,3863,CA,Title & Sub-Escrow,Refinance,"122,700.00","220,758.86","-98,058.86",4.00,63.00,986.00,24.00,32.00,0.00,64.00
2301-200143,1,3863,TX,Title and Escrow,Reverse Mortgage,"124,650.00",0.00,"124,650.00",0.00,84.00,"1,340.00",6.00,29.00,1.00,45.00
17-500210,2,3860,AL,Title & Sub Escrow,Refinance,"254,375.00","23,170.98","231,204.02",3.00,95.00,"1,806.00",28.00,62.00,0.00,92.00
2301-200144,1,3863,CA,Title and Escrow,Reverse Mortgage,"281,320.00","266,795.89","14,524.11",2.00,99.00,"1,644.00",18.00,50.00,0.00,41.00
2301-200145,1,3863,TX,Title and Escrow,Reverse Mortgage,"207,769.84","178,000.00","29,769.84",1.00,87.00,"2,623.00",8.00,79.00,0.00,49.00
17-500211,2,3863,CA,Title Only,Refinance,"693,150.00","121,311.24","571,838.76",2.00,61.00,980.00,24.00,32.00,0.00,50.00
17-500212,2,3860,PA,Property Report / O&E & Full Escrow,Uninsured (Info Products),"44,850.00","192,425.17","-147,575.17",2.00,78.00,"1,035.00",8.00,29.00,0.00,50.00
2301-200146,1,3863,FL,Title and Escrow,Reverse Mortgage,"245,340.00","376,000.00","-130,660.00",1.00,84.00,"1,548.00",29.00,30.00,0.00,48.00
17-500214,2,3863,NV,Title & Sub-Escrow,Refinance,"72,000.00","150,000.00","-78,000.00",1.00,56.00,759.00,21.00,20.00,0.00,76.00
17-500215,2,3863,CA,LCP - Title Only,Refinance,"20,000.00","263,155.00","-243,155.00",1.00,50.00,735.00,4.00,16.00,0.00,45.00
2301-200147,1,29189,VT,Title and Escrow,Reverse Mortgage,"111,285.60",0.00,"111,285.60",0.00,67.00,"1,412.00",5.00,46.00,0.00,24.00
2301-200148,1,3863,CA,Title and Escrow,Reverse Mortgage,"368,419.50",0.00,"368,419.50",0.00,75.00,"1,375.00",17.00,45.00,0.00,63.00
17-500217,2,3863,CA,Title Only,Refinance,"414,000.00","417,000.00","-3,000.00",1.00,65.00,"1,224.00",20.00,39.00,0.00,31.00
17-500218,2,3863,CA,LCP - Title Only,Refinance,"57,000.00",0.00,"57,000.00",0.00,26.00,232.00,2.00,2.00,1.00,45.00
17-500219,2,3860,WA,Property Report / O&E - Title Only,Uninsured (Info Products),"120,000.00","1,072,500.00","-952,500.00",1.00,46.00,607.00,4.00,12.00,0.00,52.00
17-500220,2,3863,CA,Property Report / O&E - Title Only,Uninsured (Info Products),"45,000.00","212,000.00","-167,000.00",1.00,49.00,656.00,4.00,9.00,0.00,55.00
17-500221,2,3863,CA,Title & Sub-Escrow,Refinance,"467,032.00","381,650.00","85,382.00",1.00,65.00,"1,044.00",20.00,27.00,0.00,51.00
17-500222,2,3860,AL,Title Only,Refinance,"89,114.00","115,598.42","-26,484.42",2.00,82.00,"1,460.00",23.00,56.00,0.00,103.00
2301-200149,1,3863,CA,Title and Escrow,Reverse Mortgage,"147,835.56","244,000.00","-96,164.44",3.00,88.00,"1,567.00",21.00,55.00,0.00,40.00
17-500223,2,3860,SC,Title & Sub-Escrow,Refinance,"189,542.00","190,543.00","-1,001.00",1.00,72.00,"1,479.00",24.00,49.00,0.00,91.00
17-500224,2,3860,MI,Title & Sub-Escrow,Refinance,"59,675.00","59,676.00",-1.00,1.00,59.00,"1,207.00",24.00,26.00,0.00,33.00
17-500225,2,3860,UT,TSG - Trustee Sale Guarantee,TSG,"128,246.50","136,484.89","-8,238.39",2.00,17.00,451.00,12.00,6.00,0.00,103.00
2301-200150,1,3860,CO,Title and Escrow,Reverse Mortgage,"120,000.00",0.00,"120,000.00",0.00,56.00,658.00,19.00,16.00,1.00,45.00
2301-200151,1,3860,MI,Title and Escrow,Reverse Mortgage,"39,825.00","4,039.27","35,785.73",3.00,91.00,"1,612.00",25.00,53.00,0.00,68.00
17-500226,2,3860,UT,Title & Sub-Escrow,Refinance,"492,000.00","535,691.00","-43,691.00",2.00,45.00,544.00,23.00,13.00,1.00,45.00
17-500227,2,3860,UT,Title & Sub-Escrow,Refinance,"151,000.00","94,729.00","56,271.00",1.00,37.00,478.00,22.00,7.00,1.00,45.00
17-500228,2,3863,CA,LCP & Sub-Escrow,Refinance,"65,000.00","485,000.00","-420,000.00",2.00,43.00,569.00,5.00,6.00,1.00,45.00
17-500229,2,3860,CO,Title & Full Escrow,Refinance,"156,000.00","165,500.00","-9,500.00",2.00,79.00,"1,290.00",21.00,32.00,0.00,37.00
17-500230,2,3860,CA,Property Report / O&E - Title Only,Uninsured (Info Products),"530,000.00","532,250.00","-2,250.00",1.00,25.00,385.00,10.00,5.00,0.00,198.00
17-500231,2,3860,CO,Property Report / O&E - Title Only,Uninsured (Info Products),"25,000.00","155,000.00","-130,000.00",1.00,38.00,569.00,4.00,13.00,0.00,28.00
17-500232,2,3863,CA,Title Only,Refinance,"275,987.00","283,986.00","-7,999.00",1.00,59.00,"1,009.00",18.00,29.00,0.00,51.00
17-500233,2,3863,CA,LCP - Title Only,Refinance,"133,000.00",0.00,"133,000.00",0.00,41.00,592.00,4.00,13.00,0.00,50.00
17-500234,2,3860,WA,Property Report / O&E - Title Only,Uninsured (Info Products),"50,000.00","334,950.00","-284,950.00",1.00,42.00,568.00,4.00,12.00,0.00,40.00
17-500235,2,3860,MO,Title Only,Refinance,"111,050.00","127,500.00","-16,450.00",1.00,90.00,"1,423.00",24.00,37.00,0.00,99.00
2301-200154,1,3860,MO,Title and Escrow,Reverse Mortgage,"102,790.00","106,075.00","-3,285.00",1.00,76.00,"1,211.00",19.00,36.00,0.00,58.00
17-500237,2,3863,CA,Title Only,Refinance,"364,000.00","620,000.00","-256,000.00",1.00,49.00,723.00,19.00,18.00,0.00,41.00
17-500238,2,3863,CA,Title & Sub-Escrow,Refinance,"290,106.00","250,000.00","40,106.00",1.00,40.00,438.00,19.00,4.00,1.00,45.00
17-500239,2,3863,CA,Title & Sub-Escrow,Refinance,"320,000.00","280,000.00","40,000.00",1.00,38.00,415.00,18.00,5.00,1.00,45.00
17-500240,2,3863,CA,Title & Full Escrow,Refinance,"157,500.00","123,000.00","34,500.00",1.00,69.00,"1,032.00",16.00,23.00,0.00,55.00
17-500241,2,3860,IA,Title & Sub-Escrow,Refinance,"160,000.00","163,014.00","-3,014.00",1.00,48.00,512.00,22.00,10.00,1.00,45.00
17-500242,2,3863,CA,LCP - Title Only,Refinance,"100,000.00","105,000.00","-5,000.00",1.00,53.00,746.00,4.00,14.00,0.00,55.00
17-500243,2,3863,CA,LCP - Title Only,Refinance,"100,000.00","110,400.00","-10,400.00",1.00,59.00,867.00,4.00,19.00,0.00,65.00
17-500244,2,3860,ID,Property Report / O&E - Title Only,Uninsured (Info Products),"38,000.00","173,900.00","-135,900.00",2.00,28.00,361.00,6.00,6.00,0.00,199.00
17-500245,2,3863,CA,Title & Sub-Escrow,Refinance,"167,400.00","167,639.00",-239.00,1.00,54.00,805.00,18.00,24.00,0.00,56.00
17-500246,2,3860,CO,Property Report / O&E - Title Only,Uninsured (Info Products),"50,000.00","285,000.00","-235,000.00",1.00,48.00,584.00,6.00,7.00,0.00,42.00
2301-200156,1,3860,NC,Title and Escrow,Reverse Mortgage,"265,000.00","185,334.04","79,665.96",4.00,52.00,680.00,22.00,18.00,1.00,45.00
17-500247,2,3863,CA,LCP & Sub-Escrow,Refinance,"25,000.00",0.00,"25,000.00",0.00,65.00,"1,018.00",8.00,21.00,0.00,103.00
2301-200158,1,3863,CA,Title and Escrow,Reverse Mortgage,"341,523.00","431,000.00","-89,477.00",2.00,82.00,"1,737.00",18.00,59.00,0.00,69.00
2301-200159,1,3860,MS,Title and Escrow,Reverse Mortgage,"91,770.00","54,000.00","37,770.00",1.00,85.00,"1,578.00",22.00,52.00,0.00,64.00
17-500248,2,3863,CA,Title Only,Refinance,"284,000.00","335,000.00","-51,000.00",2.00,45.00,"1,043.00",18.00,23.00,0.00,23.00
17-500249,2,3863,CA,Property Report / O&E - Title Only,Uninsured (Info Products),"120,000.00","299,000.00","-179,000.00",1.00,50.00,639.00,4.00,10.00,0.00,64.00
17-500250,2,3860,OR,Property Report / O&E - Title Only,Uninsured (Info Products),"15,000.00","125,510.00","-110,510.00",1.00,28.00,360.00,4.00,5.00,0.00,198.00
17-500251,2,3863,CA,Title & Full Escrow,Refinance,"79,500.00","105,250.00","-25,750.00",2.00,73.00,"1,220.00",19.00,20.00,0.00,48.00
17-500252,2,3863,CA,Title & Sub-Escrow,Refinance,"189,700.00","198,000.00","-8,300.00",1.00,56.00,905.00,18.00,24.00,0.00,48.00
17-500253,2,3863,CA,Title & Full Escrow,Refinance,"96,000.00","100,211.43","-4,211.43",3.00,83.00,"1,423.00",28.00,32.00,0.00,71.00
2301-200160,1,3863,CA,Title and Escrow,Reverse Mortgage,"169,940.00",0.00,"169,940.00",0.00,91.00,"1,259.00",17.00,40.00,0.00,68.00
17-500254,2,3860,OR,Property Report / O&E - Title Only,Uninsured (Info Products),"40,000.00","324,000.00","-284,000.00",1.00,42.00,612.00,5.00,11.00,0.00,62.00
2301-200161,1,3863,CA,Title and Escrow,Reverse Mortgage,"243,000.00","255,000.00","-12,000.00",1.00,82.00,"1,440.00",20.00,42.00,0.00,23.00
17-500256,2,3863,AZ,Title & Full Escrow,Refinance,"234,000.00","200,000.00","34,000.00",1.00,75.00,"1,048.00",22.00,20.00,0.00,70.00
17-500258,2,3863,CA,Title & Full Escrow,Refinance,"270,000.00","293,800.00","-23,800.00",1.00,74.00,"1,026.00",19.00,22.00,0.00,64.00
17-500261,2,3863,CA,Property Report / O&E - Title Only,Uninsured (Info Products),"100,000.00","350,000.00","-250,000.00",1.00,45.00,640.00,4.00,14.00,0.00,103.00
2301-200162,1,3863,AZ,Title and Escrow,Reverse Mortgage,"48,918.00",0.00,"48,918.00",0.00,89.00,"1,448.00",17.00,34.00,0.00,34.00
17-500262,2,3860,CO,Property Report / O&E - Title Only,Uninsured (Info Products),"75,000.00","260,000.00","-185,000.00",1.00,48.00,579.00,4.00,9.00,0.00,33.00
17-500263,2,3863,CA,LCP & Sub-Escrow,Refinance,"80,000.00","199,918.22","-119,918.22",2.00,41.00,515.00,6.00,6.00,1.00,45.00
17-500264,2,3863,CA,Title Only,Refinance,"213,831.00",0.00,"213,831.00",0.00,36.00,306.00,2.00,5.00,1.00,45.00
2301-200165,1,3860,NJ,Title and Escrow,Reverse Mortgage,"135,000.00","96,000.00","39,000.00",1.00,57.00,601.00,11.00,13.00,1.00,45.00
17-500266,2,3860,OR,Property Report / O&E - Title Only,Uninsured (Info Products),"107,500.00","172,300.00","-64,800.00",2.00,43.00,592.00,9.00,22.00,0.00,44.00
2301-200166,1,3860,DC,Title and Escrow,Reverse Mortgage,"550,000.00","480,000.00","70,000.00",1.00,50.00,410.00,18.00,6.00,1.00,45.00
2301-200167,1,3860,SC,Title and Escrow,Reverse Mortgage,"70,620.00",0.00,"70,620.00",0.00,101.00,"1,527.00",20.00,54.00,0.00,20.00
2301-200168,1,3860,MS,Title and Escrow,Reverse Mortgage,"34,398.00","32,771.85","1,626.15",1.00,114.00,"2,019.00",23.00,66.00,0.00,28.00
2301-200169,1,3860,MA,Title and Escrow,Reverse Mortgage,"625,500.00","150,000.00","475,500.00",1.00,95.00,"1,189.00",25.00,45.00,1.00,45.00
17-500270,2,3863,TX,Title & Full Escrow,Refinance,"85,000.00","98,242.00","-13,242.00",1.00,64.00,492.00,6.00,7.00,1.00,45.00
2301-200170,1,3863,AZ,Title and Escrow,Reverse Mortgage,"44,631.00","38,000.00","6,631.00",1.00,74.00,"1,283.00",18.00,34.00,0.00,62.00
17-500271,2,3863,TX,Title & Full Escrow,Refinance,"87,000.00","96,750.00","-9,750.00",1.00,62.00,426.00,6.00,5.00,1.00,45.00
17-500272,2,3863,NV,Title & Sub-Escrow,Refinance,"207,000.00","217,076.00","-10,076.00",1.00,68.00,985.00,20.00,24.00,0.00,112.00
17-500273,2,3863,CA,Title & Full Escrow,Refinance,"150,000.00","141,872.48","8,127.52",4.00,52.00,539.00,22.00,14.00,1.00,45.00
17-500274,2,3860,UT,Title & Sub-Escrow,Refinance,"198,000.00","220,000.00","-22,000.00",1.00,71.00,975.00,22.00,30.00,0.00,49.00
2301-200172,1,3863,CA,Title and Escrow,Reverse Mortgage,"196,014.00","442,000.00","-245,986.00",2.00,89.00,"1,386.00",20.00,41.00,0.00,26.00
17-500275,2,3860,PA,Title & Sub-Escrow,Refinance,"199,500.00","212,781.22","-13,281.22",1.00,77.00,"1,455.00",28.00,39.00,0.00,78.00
2301-200173,1,3860,NH,Title and Escrow,Reverse Mortgage,"63,258.00",0.00,"63,258.00",0.00,41.00,379.00,2.00,11.00,1.00,45.00
2301-200174,1,3863,AZ,Title and Escrow,Reverse Mortgage,"275,000.00","240,000.00","35,000.00",2.00,55.00,585.00,19.00,9.00,1.00,45.00
